"id","cefr_level","headword","pos","first_meaning","length","meaning_raw","example_ja","topic"
"7089","B2","thrill","noun","ゾクゾクする感じ","8","〈C〉ゾクゾクする感じ / ゾクゾクさせるもの","ローラーコースターに乗ることはスリルと興奮に満ちていました。",""
"7090","B2","thrilled","adjective","興奮した","4","興奮(ワクワク・感動・感激)した","受賞者は興奮しました。",""
"7091","B2","thrilling","adjective","ぞくぞくさせるような","10","ぞくぞく(わくわく)させるような,血わき肉おどる","スリリングなジェットコースターの乗り物は私の心を高鳴らせました。",""
"7092","B2","throat","noun","のど","2","〈C〉(気管・食道部分としての) のど / のど状の物, (容器などの)首","私はのどが痛いです。","Health and body care"
"7093","B2","tickle","verb","をくすぐる","5","〈人・身体の一部など〉‘を'『くすぐる』,むずむずさせる / 〈人の心・気持ち〉‘を'くすぐる,くすぐってうれしがらせる(楽しませる) / くすぐったい,むずむずする / くすぐったい(むずがゆい)感じ","友達が私をくすぐった時、笑いが止まらなかった。",""
"7094","B2","tight","adverb","きつく","3","《話》堅く,しっかりと / (締め方が)きつく,きっちりと / (睡眠などが)ぐっすりと","ラケットをしっかりにぎりなさい。",""
"7095","B2","tightrope","noun","綱","1","(綱渡りの)綱","彼女は完璧なバランスで綱渡りをした。",""
"7096","B2","time","verb","…の時間を定める","8","…の時間を定める / 《…に》…の調子を合わせる, ...のタイミングを合わせる《to ...》 / …の時間を計る","走る時に自分の時間を計る必要があります。",""
"7097","B2","timeless","adjective","無限の","3","無限の,永久の / 特定の時間を示さない,時を超越した","彼女の美しさは時代を問わない。",""
"7098","B2","timeliness","noun","時宜にかなっていること","11","時宜にかなっていること","彼の到着の時宜にかなっていることは印象的だった。",""
"7099","B2","times","preposition","…掛ける","4","…掛ける","偶数掛ける奇数は偶数、奇数掛ける奇数は奇数。",""
"7100","B2","timing","noun","時間の調節","5","時間の調節;時間を測定[記録]すること","私はスケジュールのタイミングを調節する必要があります。",""
"7101","B2","tip","verb","…を傾ける","5","…を傾ける / …をひっくり返す《over, up》 / (あいさつのために)〈帽子〉を持ち上げる,にさわる / 《英》(容器から…に)…をあける([[empty]])《... out of ... into ...》 / 傾く / ひっくり返る《over》","彼女は頭を横に傾けた。",""
"7102","B2","tiptoe","verb","つま先で歩く","6","(用心して,こっそりと)つま先で歩く","彼女は誰も起こさないように部屋に忍び込んだ。",""
"7103","B2","tiredness","noun","疲労","2","疲労 / けん怠","仕事の長い一日の後、私は疲れています。",""
"7104","B2","tiresome","adjective","飽き飽きかせる","7","『飽き飽きかせる』,うんざりさせる(tedious) / やっかいな,うるさい","仕事の繰り返しの作業には、うんざりすることがあります。",""
"7105","B2","toenail","noun","足指のつめ","5","足指のつめ / 斜めに打ち込んだくぎ","足のつめを切る必要があります。","Health and body care"
"7106","B2","toil","verb","骨折って働く","6","『骨折って(精を出して)働く』,(…を)精を出してする《+at+名(doing)》 / 骨折って進む《+along(on,over,through,up)+名》","彼女は家族を養うために日夜骨折って働いています。",""
"7107","B2","tolerant","adjective","寛大な","3","寛大な,寛容な;(…に)寛大な《+of(to)+名》 / (薬品・毒物などの作用に)耐性がある,抵抗力のある","彼女はあらゆる人々を受け入れる寛大な人です。",""
"7108","B2","tolerate","verb","に寛大な態度をとる","9","〈他〉に寛大な態度をとる / を黙認する / をがまんする,を耐える / （薬品・毒物など）に耐性がある","彼の無礼な態度には我慢できない。",""
"7109","B2","toll","noun","使用料金","4","〈C〉(橋・道路などの)使用料金, 通行料金 / (長距離電話などの) 料金, サービス料 / 《通例単数形で》(災難などの)被害の程度, 犠牲者数","高速道路の使用料金が驚くほど高かった。","Services; Travel and services vocab"
"7110","B2","tomb","noun","墓","1","『墓』(grave);(一般に)埋葬場所","彼女は父の誕生日に墓参りをした。",""
"7111","B2","ton","noun","トン","2","(重量単位の)トン  / (容積単位の)トン(物によって異なり,木材では40立方フィート,小麦では20立方フィート)  / 《話》大量(の…),多数(の…)《+of+名》","その貨物船は最大で10トンの貨物を運ぶことができます。",""
"7112","B2","torch","noun","たいまつ","4","『たいまつ』 / 《米》(はんだ付けなどに用いる)トーチランプ(《英》blowlamp)・《英》=flashlight・《比喩的に》(…の)火,光,光明《+of+名》・「carry a torch for誰々」または「carry the torch for 誰々」で「誰々に片思いする」","暗い部屋を照らすためにたいまつを使いました。",""
"7113","B2","tortoiseshell","noun","べっ甲","3","〈U〉べっ甲 / 〈C〉ヒオドシチョウ(タテハチョウの類の一つ) / 〈C〉三毛ネコ","彼女はべっ甲でできたくしで髪をもう一度束ねた。",""
"7114","B2","torture","verb","拷問","2","拷問","拷問は人権侵害です。",""
"7115","B2","tough","adjective","丈夫な","3","(物が)丈夫な / (肉などが) 堅い / (体が) 屈強な / 骨の切れる,やっかいな","彼は強敵だ。",""
"7116","B2","toxic","adjective","毒性の","3","毒性の, 有毒な / 毒による","有毒な化学物質にさらされると、重篤な健康影響が出る可能性があります。",""
"7117","B2","trace","verb","...の跡をつける","9","〈他〉...の跡をつける,を追跡する / (複写紙などを使って)…を書き写す / 〈線・図形〉を描く《out》 /  〈自〉《…に》さかのぼる《back to ...》","犬はウサギの跡を追って森の中へ入った。",""
"7118","B2","track","verb","…の跡をつける","7","…‘の'跡をつける,〈足跡〉‘を'たどる;〈動物〉‘の'臭跡を追う  / 〈記録計の針が〉…の進路(軌道)を観察記録する;〈カメラが〉〈被写体〉‘を'追いかけて写す  / 〈泥・雨など〉‘の'跡を付ける;〈床など〉‘に'足跡を付ける《+up+名,+名+up》","ハンターは森を通じて鹿を追跡しました。",""
"7119","B2","trade","verb","交換する","4","交換する","かつてここでは、人々は毛皮と砂糖を交換した。",""
"7120","B2","trader","noun","商人","2","商人,貿易業者","商人は異なる国々を訪れて商品を買い付け、売買を行った。",""
"7121","B2","trail","verb","の後について行く","8","〈他〉の後について行く / を追跡する / を引きずる / 〈自〉引きずる","狩猟者たちは山を越えてシカの跡を追った。",""
"7122","B2","trailer","noun","トレーラー","5","トレーラー(トラクター・トラックに引かれる大きな輸送車) / 《米》(自動車・トラックに引かれる)移動家屋(《英》caravan) / 後に続く人(もの) / つる草 / (映画の)予告編 / トレーラーで旅行する,トレーラーの中で生活する","私は高速道路でトレーラーを見ました。",""
"7123","B2","trainee","noun","訓練を受けている人","9","訓練(特に職業訓練)を受けている人,徒弟,見習い  / 《米》(軍事教練を受ける)新兵","訓練生は会社で新しいスキルを学んでいます。","Personal identification; Work and jobs"
"7124","B2","trainer","noun","訓練する人","5","訓練する人,仕込む人,(運動選手の)トレーナー,調教師","トレーナーは私のフィットネスレベルを向上させるのを手伝ってくれました。","Personal identification; Work and jobs"
"7125","B2","traitor","noun","裏切り者","4","(国・主義・信用などに対する)『裏切り者』,反逆者,むほん人《+to+名》","彼は国に対する裏切り者として告発された。",""
"7126","B2","tramp","noun","踏みつける","5","《様態・場所などを表す副詞[句]を伴って》『ドシンドシンと歩く』 / (…を)踏みつける,踏みつぶす《+on(upon)+名》 / 《場所を表す副詞[句]を伴って》足を踏みしめて歩く / 《副詞[句]を伴って》…‘を'踏みつける / …‘を'踏みしめて歩く","彼は森をドシンドシンと歩いた。",""
"7127","B2","trample","noun","踏みつけること","7","踏みつけること,踏みつける音","馬の蹄の踏み鳴らす音が遠くで響いていた。",""
"7128","B2","transcript","noun","写し","2","写し,コピー,写本,謄本;《おもに米》[学業]成績証明書","成績の写しを必要としています。",""
"7129","B2","transfer","noun","移すこと","4","〈U〉〈C〉(…を)移すこと,(…が)移転されること《+of+名》;転任,転校  / 〈C〉移る人(物),移される人(物);転校生,転任者","会社は彼の転勤願いを却下した。",""
"7130","B2","transfusion","noun","輸血","2","輸血","私は事故の後、輸血をしました。",""
"7131","B2","transient","adjective","一時の","3","(また [[transitory]])一時の,つかの間の,はかない / (人が)短期滞在の / (ホテルなどの)短期滞在客","人生の美しさは、その一時的な性質にある。",""
"7132","B2","transistor","noun","トランジスター","7","トランジスター(真空管の代りをする半導体使用の増副装置) / トランジスターラジオ","トランジスタは電子工学の分野を革命的に変えました。","Technical and legal language"
"7133","B2","transition","noun","U","1","〈U/C〉《...から...への》移行, 変遷《from ... to ...》 / 《...から...への》過渡期《from ... to ...》","夏から秋への移り変わりはいつも美しいです。",""
"7134","B2","transitive","adjective","目的語をとる","6","(動詞が)目的語をとる,他動の","動詞には目的語をとらない自動詞と、目的語をとる他動詞があります。",""
"7135","B2","translation","noun","訳すこと","4","〈U〉訳すこと,翻訳  / 〈C〉翻訳されたもの","訳すことは、テキストを一つの言語から別の言語に変換するプロセスです。","Books and literature"
"7136","B2","translator","noun","翻訳者","3","(特に専門の)翻訳者,翻訳家","翻訳者は文書の翻訳を素晴らしい仕事でした。","Personal identification; Work and jobs"
"7137","B2","transmission","noun","送られたもの","6","〈U〉《...を》伝えること, 《...が》伝えられること, 伝達, 伝送《of ...》 / 〈C〉(ラジオ・テレビなどで)送られたもの / (車の)変速装置","インターネットを通じた情報の伝送は速くて効率的です。",""
"7138","B2","transmit","verb","伝わる","3","伝わる / を送る, を伝える","無線波は情報を一つの機器から別の機器に伝えます。",""
"7139","B2","transparent","adjective","透明な","3","透明な,透き通った,光を通す  / 透けるほど薄い  / (言い訳などが)見え透いた  / 率直な,正直な,あけひろげの","ガラスは透明で、光が通り抜ける。",""
"7140","B2","transport","verb","を輸送する","5","〈他〉を輸送する","石油はタンカーで運ばれる。",""
"7141","B2","traverse","noun","…を横切る","5","…‘を'『横切る』,横断する,渡る,越える / …‘を'あちこち動く,行ったり来たりする / あちこち動く;(山などを)ジグザグに登る / 横切る,旋回する / 横切ること,横断 / トラバース(登山での斜面横断) / 横木,横ばり / ざんごう内での方向転換","私は他の側にたどり着くために森全体を横切らなければならなかった。",""
"7142","B2","tray","noun","浅いへりのついた平たい容器","13","浅いへりのついた平たい容器,(料理などを運んだり盛ったりするための)盆,皿  / (机上書類用の)整理箱  / (また tearful)盆(皿)一杯[の量]","彼女はティーカップをトレーに置きました。",""
"7143","B2","tread","verb","…を踏んで通る","7","〈他〉…を踏んで通る / …を踏みつける / 〈自〉歩く, 行く / 《…を》踏む, 踏みつける《on ...》 /","濡れた床に踏み込まないように注意してください。",""
"7144","B2","treat","verb","を扱う","3","〈他〉(人など) を扱う / 《...と》 ...を見なす 《as ...》 / (問題など)を扱う, を論じる / (病人・病気など)を治療する / 〈自〉扱う / おごる","たまには自分へのご褒美にスパに行くのが好きなんだ。",""
"7145","B2","treaty","noun","条約","2","条約 / 協定 / 条定 / 和約","両国は貿易と協力を促進するために条約に署名しました。","News; lifestyles and current affairs"
"7146","B2","trek","noun","長くつらい旅","6","長くつらい旅","私は山々を通って長くつらい旅に出ました。","Free time; entertainment"
"7147","B2","tremendously","adverb","途方もなく","5","途方もなく / 恐ろしく / とても,非常に","彼女は毎日練習を始めてから途方もなく上達しました。",""
"7148","B2","tremor","noun","震動","2","(地面などの)震動,揺れ / (恐怖・興奮などによる体・手足の)震う,身震い","地面の揺れを感じた。",""
"7149","B2","trial","noun","U","1","〈U/C〉裁判, 審理 / 《...の》試験, 試し《of ...》 / 〈C〉試み / 試練 / 困りもの, 厄介なもの","裁判は数週間続いた。",""
"7150","B2","triangle","noun","三角形","3","三角形  / 三角形の物  / 《米》三角定規  / (楽器の)トライアングル  / 三つ組,三人組;(男女の)三角関係","三角形は三つの辺を持っています。",""
"7151","B2","tribe","noun","族と genusの間の分類単位","15","《集合的に》《単数・複数扱い》部族  / 《しばしば軽べつして》(…の)仲間,集団,連中《+of+名》  / (動植物の)族(family(科)と genus(属)の間の分類単位)","部族は勝利を祝うために火の周りに集まった。",""
"7152","B2","trick","verb","を騙す","3","〈他〉〈人〉を騙す","ジョージは詐欺にかかってその土地を買わされた。",""
"7153","B2","tricky","adjective","こうかつな","5","(人が)こうかつな,ずるい / (物事・仕事などが)手の込んだ, 慎重を要する, 扱いにくい","厄介な状況に対処するには、慎重な検討が必要です。",""
"7154","B2","trio","noun","三ツ組","3","三ツ組,3人組 / 三重唱[曲,団],三重奏[曲,団]","三ツ組は一緒に美しい歌を演奏しました。","Arts; Free time; entertainment"
"7155","B2","trip","verb","つまづく","4","〈自〉つまづく / 〈他〉つまずかせる","彼女は石につまずいた。",""
"7156","B2","trivial","adjective","ささいな","4","ささいな, 取るに足らない / 平凡な, ありふれた","その問題はささいなもので、解決するのに多くの努力を必要としなかった。",""
"7157","B2","trolley","noun","手押し車","4","(2輪または4輪の)手押し車 / (軌道上を手押しする)トロッコ / 触輪(電車のポールの先端にあり,架線に接する) / 《米》=trolley car / 《英》(食事などを運ぶ)手押し車,ワゴン","重い箱を運ぶために手押し車を使いました。",""
"7158","B2","trophy","noun","戦利品","3","(狩猟・戦争などで得た)『戦利品』,記念品 / (競技の)トロフィー;優勝記念品;優勝旗(杯・たて)","彼は誇らしげに自分のトロフィーコレクションをリビングルームに展示した。",""
"7159","B2","tropic","adjective","熱帯の","3","熱帯[地方]の(tropical)","熱帯気候は熱帯果物の栽培に最適です。",""
"7160","B2","troublesome","adjective","迷惑な・人を悩ませる","10","『迷惑な』・人を悩ませる / 『やっかいな』,骨の折れる","難しい顧客との取引は迷惑かもしれません。",""
"7161","B2","trunk","noun","幹","1","〈C〉(樹木の)幹 / (人・動物の)胴体 / トランク,旅行用箱型の大型かばん) / 象の鼻 / 《複数形で》(文泳などスポーツ競技用の)男子用パンツ / 《米》(自動車後部の)荷物入れ,トランク","象は鼻を使って食べ物を取ります。",""
"7162","B2","trust","noun","期待","2","〈U〉《...に対する》信頼, 信用 《in ...》 / 期待","社会というものは信用の上に成り立っている。",""
"7163","B2","trusty","adjective","信頼できる","5","(人が)信頼できる,頼りになる","彼は私の信頼できる相棒です。",""
"7164","B2","truthful","adjective","真実をいう","5","(人が)真実をいう,誠実な / (記述・説明などが)真実の,正確な(accurate)","彼はいつも真実を話す。",""
"7165","B2","truthfulness","noun","正直","2","正直 / 誠実","私たちは常に情報というものを検証し、常識を疑ってみる必要があります。",""
"7166","B2","tub","noun","おけ","2","『おけ』,たらい / 《話》'bath 2 / (また tubful)おけ1杯[の量](の…)《+of+名》 / 《話》のろくてぶかっこうな船;《俗》でぶ,太っちょ","私はお湯でおけを満たしてリラックスしました。",""
"7167","B2","tuberculosis","noun","結核","2","結核({略}TB,T.B.) / 肺結核","彼は結核と診断され、治療を受ける必要がありました。","Health and body care; Travel and services vocab"
"7168","B2","tug","verb","ぐいと引く","5","(…を)『ぐいと引く』,強く引っ張る / 《副詞[句]を伴って》…‘を'引きずって行く / 〈船〉‘を'引き船で引く / (…を)『ぐいと引く』,ぐっと引っ張る《+at+名》 / ぐいと引くこと / =tugboat","彼はロープをぐいと引いてそれを近づけた。",""
"7169","B2","tuition","noun","授業料","3","〈U〉(大学・私立学校などの)授業料 / 《かたく》《...の》授業,教授《in ...》","この大学の授業料はかなり高いです。","Education"
"7170","B2","tulip","noun","チューリップ","6","『チューリップ』 / その花;その球根","私は庭にチューリップを植えました。",""
"7171","B2","tumor","noun","はれもの","4","〈C〉はれもの,できもの,腫瘍","彼は脳腫瘍と診断されました。","Health and body care; Travel and services vocab"
"7172","B2","tunnel","noun","トンネル","4","トンネル,地下道,坑道  / 〈山など〉‘に'トンネルを掘る  / 〈トンネルなど〉‘を'掘る  / トンネルを掘る","電車は長いトンネルを通り抜けました。","Things in the town; Travel; shops and shopping"
"7173","B2","turbulent","adjective","荒れ狂う","4","荒れ狂う,混乱した / 不穏な,騒がしい,動乱の","荒れ狂う波が岩礁に激突した。",""
"7174","B2","tutor","noun","家庭教師・","5","(個人あるいは少人数を教える,時に住み込みの)家庭教師・《米》(大学でinstructorの下位の)講師  / ・《英》(大学生の)個別指導教官(教授)","数学の宿題を手伝ってもらうために家庭教師を雇いました。","Personal identification"
"7175","B2","twinkle","noun","きらめき","4","(…の)『きらめき』,ちらつき《+of+名》 / (…の)輝き《+of+名》","彼の目に小さなきらめきがあった。",""
"7176","B2","twisted","adjective","捻じれた","4","捻じれた / 曲がった / ねじれた","彼の顔は苦痛でいがんだ。",""
"7177","B2","typhoid","noun","腸チフス","4","腸チフス","彼は外国で旅行中に腸チフスに感染しました。",""
"7178","B2","tyranny","noun","圧制","2","〈U〉『圧制』 / 〈C〉《しばしば複数形で》暴虐行為 / 〈U〉専制政治,専制 / 〈C〉(古代ギリシヤの)僣主政治","人々は独裁者の圧制に対して反乱を起こした。","News; lifestyles and current affairs"
"7179","B2","tyrant","noun","暴君","2","『暴君』,圧制者 / 専制君主 / 僣王(古代ギリシアにおいて世襲以外の方法で王位を獲得した者)","暴君は鉄の拳で統治し、人々を抑圧しました。","News; lifestyles and current affairs"
"7180","B2","ultimate","adjective","最後の","3","最後の, 究極の / 最大限の / 根本的な /  最も遠い / （the ~）究極のもの","彼は成功の究極のレベルに達した。",""
"7181","B2","ultimately","adverb","最後に","3","最後に,ついに,結局 / 根源的に,根本的に / 《文修飾》最終的には,究極的には","彼は最終的に医学のキャリアを追求することを決めた。",""
"7182","B2","unacceptable","adjective","許されない","5","許されない / 受け入れられない / 容認できない","この教室で汚い言葉を使うのは許されない。",""
"7183","B2","unashamedly","adverb","気後れすることなく","9","気後れすることなく,臆することなく,恥じらいもなく","今でも絵本を読んでいることを、私は気後れすることなく認めるでしょう。",""
"7184","B2","unattractive","adjective","魅力がない","5","魅力がない","サブトピアは見た目に魅力のない郊外の住宅地です。",""
"7185","B2","unauthorized","adjective","認可されていない","8","認可されていない,権限のない, 不正な","システムへの不正アクセスが検出され、ブロックされました。",""
"7186","B2","unavailable","adjective","入手できない","6","入手できない / 利用できない / 手があいていない","その商品は現在利用できません。",""
"7187","B2","unaware","adjective","気づかない","5","気づかない,知らない","彼女は近くに潜んでいる危険に気づかなかった。",""
"7188","B2","unbearable","adjective","耐えられない","6","耐えられない,がまんできない","部屋の中の暑さは耐えられなかった。",""
"7189","B2","unbeatable","adjective","打倒できない","6","打倒(征服)できない","彼はチェスでは無敵だ。",""
"7190","B2","unchanged","adjective","変化のない","5","変化のない,もとのままの","一日中天気は変わらなかった。",""
"7191","B2","uncharacteristic","adjective","特徴的ではない","7","特徴的(典型的)ではない,特質のない","それは彼らしくない。",""
"7192","B2","unclearly","adverb","不明瞭に","4","不明瞭に","彼は指示を不明瞭に説明したため、チーム内に混乱を引き起こしました。",""
"7193","B2","uncomfortably","adverb","心地よくなく","6","心地よくなく,不愉快に","椅子は心地よくなく硬かった。",""
"7194","B2","uncommon","adjective","普通でない","5","『普通でない』,めったにない,並はずれた","彼女はピアノを演奏するのに普通でない才能を持っています。",""
"7195","B2","unconcerned","adjective","心配しない","5","《補語にのみ用いて》《be unconcerned with+名》(…と)かかわりがない / 《補語にのみ用いて》(…に)興味がない,無関心な《+with+名》 / (…を)心配しない,気にしない《+about+名》","彼女は他人の意見に興味がない。",""
"7196","B2","unconscious","adjective","意識を失った","6","(一時的に)『意識を失った』,人事不省の / 《補語にのみ用いて》(…を)『気付いていない』,知らない《+of+名(doing)》 / (動作などが)無意識の,何気なしの / (精神分析で)無意識","彼は事故の後、意識を失った。",""
"7197","B2","underestimate","verb","過小評価する","6","〈他〉過小評価する","決意の力を決して過小評価してはいけません。",""
"7198","B2","undergraduate","noun","大学生","3","大学生, 学部生, 学部在学生  / 学部学生の","彼女は大学の学部生です。","Education"
"7199","B2","underground","adjective","地下の","3","地下の  / 《比喩的に》地下の,秘密の,隠れた  / (運動・映画・出版物などについて)前衛的(実験的)な,アングラの","地下鉄は地下の交通システムです。",""
"7200","B2","underground","adverb","地下に","3","地下に(で)  / 秘密のうちに,隠れて","地震の震源地は地下深くに位置していました。",""
"7201","B2","underneath","adverb","下に","2","下に, 下の方に","ハイカーが樹皮をはぐことによって、その下にある美しい模様が現れました。",""
"7202","B2","undersea","adjective","海中の","3","海中の / =[[underseas]]","ダイバーたちは海中の洞窟を探検しました。",""
"7203","B2","understandable","adjective","分かりやすい","6","分かりやすい,理解できる","指示は明確で分かりやすかった。",""
"7204","B2","understanding","adjective","理解","2","〈U〉(…の)『理解』,意味をつかむこと《+of+名》 / 〈U〉《しばしば an~》(…に)『精通』,熟達《+of+名》 / 〈U〉『意見』,結論 / 〈U〉《時に an~》(相手の立場の)共感;〈C〉《単数形で》同意,一致 / 〈U〉『理解力』,知力,知性(intelligence)","彼女はその科目に深い理解を持っています。",""
"7205","B2","understanding","noun","相手の立場を理解している","12","相手の立場を理解している,思いやりのある,話せる","私の雇い主はとてもサポートしてくれるし、理解もあります。",""
"7206","B2","undertake","verb","に着手する","5","に着手する / 請け負う, を引き受ける, 始める / ...であることを保証する《that...》","来週、私はそのプロジェクトに着手します。",""
"7207","B2","underwater","adverb","水面下に","4","水面下に(を),水中で(を)","潜水艦は水中で航行するために音波水中探知機を使用します。",""
"7208","B2","underwear","noun","下着","2","下着,肌着","新しい下着を買わなければならない。","Clothes; Shopping"
"7209","B2","undoubtedly","adverb","疑いなく","4","疑いなく,確かに","確かに、彼女はその仕事の最適な候補者です。",""
"7210","B2","undreamed","adjective","夢に見られない","7","夢に見られない","彼女が成し遂げた成功は、夢にも思わなかったものだった。",""
"7211","B2","undressed","adjective","着物を脱いだ","6","着物を脱いだ,裸[同然]の","彼女は着物を脱いでパジャマを着た。",""
"7212","B2","unease","noun","不安","2","不安,懸念","暗い路地を歩いている間、私は不安を感じました。",""
"7213","B2","uneasily","adverb","不安のうちに","6","不安のうちに,心配して;窮屈そうに","彼女は不安そうに行ったり来たりして、不安な気持ちを振り払うことができなかった。",""
"7214","B2","unenthusiastic","adjective","熱意がない","5","熱意がない","エキサイティングなニュースにもかかわらず、ジョンは無気力なままでした。",""
"7215","B2","uneven","adjective","まっすぐでない","7","まっすぐでない,平行でない / (表面などが)平らでない,なめらかでない,でこぼこのある / (性質・色・形などが)一様でない,むらのある / 釣り合わない,かたよった,不公平な / 奇数の(odd)","地面は凸凹で、無数の岩や段差がある。",""
"7216","B2","unfamiliar","adjective","よく知らない","6","よく知らない,未知の見慣ない,聞き慣ない  / 《補語にのみ用いて》(物事を)よく知らない,未知の《+with+名》","私はこの場所をよく知りません。",""
"7217","B2","unfashionable","adjective","流行り遅れの","6","流行り遅れの,ださい","彼女はいつも流行り遅れの服を着ています。",""
"7218","B2","unforeseen","adjective","予知しない","5","予知しない,思いがけない([[unexpected]])","嵐が都市に予知しない被害をもたらしました。",""
"7219","B2","ungodly","adjective","神を恐れない","6","神を恐れない,不信心の / 《話》ひどい,無茶な / （時刻が）とんでもない / 罪深い","彼は神を恐れないほどの富を持っています。",""
"7220","B2","unhappiness","noun","不幸","2","不幸,不運","彼女は悪い知らせを受け取ったとき、自分の悲しみを隠すことができなかった",""
"7221","B2","unhelpful","adjective","助けにならない","7","助けにならない","彼女のいわゆるアドバイスは、くだらないアドバイスの積み重ねで、まったく役に立たなかった。",""
"7222","B2","unimaginable","adjective","想像できない","6","想像できない,思いもつかない","夕日の美しさは想像できなかった。",""
"7223","B2","unimaginably","adverb","想像を絶するほど","8","想像を絶するほど","海面の下には想像を絶するほど多様な生態系があり、私たちの想像を超える生命が息づいている。",""
"7224","B2","united","adjective","一致協力した","6","一致協力した,協調の / 共同した,提携した,団結した / 連合した,合併した","国連は、世界の課題に取り組むための一致した取り組みを推進しています。",""
"7225","B2","universal","adjective","すべての人々の","7","すべての人々の,万人共通の;全世界の  / 普遍的な,一般的な,全般的な","教育はすべての人々の権利です。",""
"7226","B2","unjustly","adverb","不正に","3","不正に / 不公平に","彼は不正に犯罪の罪で告発された。",""
"7227","B2","unkind","adjective","不親切な","4","『不親切な』,薄情な / (天候が)荒々しい,きびしい(harsh)","彼女はクラスメートに不親切でした。",""
"7228","B2","unlike","preposition","…と違って","5","…と違って, ...とは異なって","ほとんどの人とは違って、彼女は一人で過ごすことを楽しんでいます。",""
"7229","B2","unlimited","adjective","限りない","4","(空間的に)限りない,果てしない(boundless)  / 無制限の,無条件の  / 過度の,非常な(excessive)","可能性は限りないです。",""
"7230","B2","unload","verb","を降ろす","4","(…から)〈荷・乗客〉‘を'降ろす《+名+from+名》  / 〈船.車など〉‘の'積み荷を降ろす  / 〈銃.大砲など〉‘から'弾丸を抜く  / (また《英》off-load)〈悩みなど〉‘を'口にする;(人)〈悩みなど〉‘を'打ち明ける《+名+to(on)+名〈人〉》  / 《話》〈不用品など〉'を'処分する  / 〈船などが〉積み荷を降ろす","労働者たちはトラックから貨物を降ろします。",""
"7231","B2","unlock","verb","の錠を開ける","6","〈戸.箱など〉‘の'錠を開ける / 〈つかんでいた手など〉'を'離す / 〈秘密など〉'を'もらす,打ち明ける / 錠が開く / 拘束が解かれる(緩む)","中に入る前に、ドアの錠を開ける必要があります。",""
"7232","B2","unmistakable","adjective","まぎれもない","6","まぎれもない,明らかな","彼女の才能はまぎれもない。",""
"7233","B2","unmistakably","adverb","まぎれもなく","6","まぎれもなく,明らかに","彼女の演技には、その才能がまぎれもなく表れていた。",""
"7234","B2","unnatural","adjective","不自然な","4","不自然な;異常な / 人情に反する,極悪非道の / 人工的な,わざとらしい(artificial)","彼女の笑顔は不自然に見えた。",""
"7235","B2","unofficial","adjective","非公式の","4","非公式の,公式でない;私的な","これは非公式のウェブサイトです。",""
"7236","B2","unpopular","adjective","不人気の","4","不人気の","不人気な映画は批評家から否定的な評価を受けました。",""
"7237","B2","unrealistic","adjective","非現実主義の","6","(作風などが)非現実主義の,非写実的な / (計画などが)現実的(実際的)でない","映画のストーリーは非現実的すぎて信じられなかった。",""
"7238","B2","unreasonable","adjective","理性を欠く","5","(人・行為などが)『理性を欠く』,無分別な / 法外な,けたはずれの","彼の要求は理性を欠いていた。",""
"7239","B2","unreliable","adjective","信頼できない","6","信頼できない","彼は信頼できない人です。",""
"7240","B2","unrest","noun","不安","2","〈U〉(政治的・経済的な)不安,不穏 /(心の)落着きのなさ,不安,心配","その国は政治的な不安定状態にある。",""
"7241","B2","unsafe","adjective","危険な","3","危険な(dangerous)","この地域では夜に一人で歩くのは危険です。",""
"7242","B2","unsatisfactory","adjective","不満足な","4","(物事が)不満足な,不十分な","レストランのサービスは不満足でした。",""
"7243","B2","unselfish","adjective","利己的でない","6","利己的でない,私心のない,寛大な","彼女はいつも自分の利益よりも他人のニーズを優先し、自分がいかに利己的でないかを示しています。",""
"7244","B2","unstoppable","adjective","止められない","6","止められない","彼は事実上オフィスに住んでいるようなものだ。朝から夜遅くまでそこにいるからね。",""
"7245","B2","unsuccessful","adjective","不成功の","4","不成功の,失敗の;(…に)失敗する《+in+塁(do・ing)》","彼は自分のビジネスを始めようと何度も挑戦したが、うまくいかなかった。",""
"7246","B2","unsuitable","adjective","不適当な","4","不適当な,ふさわしくない;(…に)不適な《+for(to)+名》","彼の行動はその場にふさわしくなかった。",""
"7247","B2","unsure","adjective","不安定な","4","不安定な,不確実な","私は自分の決断に不安を感じています。",""
"7248","B2","untalented","adjective","才能のない","5","才能のない","彼は才能のない音楽家です。",""
"7249","B2","unthinkably","adverb","想像できないほど","8","想像できないほど/ 想像できない範囲に","その科学者は、想像を絶するような高いリスクを十分に承知の上で実験を行った。",""
"7250","B2","untie","verb","を解く","3","〈結び目・包みなど〉‘を'解く,ほどく / (…から)…‘の'ひもを解いて放す;(…から)…‘を'放す,自由にする《+名+from+名》","彼女は丁寧に結び目を解きました。",""
"7251","B2","unto","preposition","…に","2","…に,の方へ,まで(to)","彼は彼らに知識の贈り物を与えた。",""
"7252","B2","untreated","adjective","手当てをしない、治療していない、処理されない、未処理の","27","手当てをし(てい)ない、治療していない、処理され(てい)ない、未処理の","処理されていない木材は、虫や天候からのダメージを受けやすいです。",""
"7253","B2","untrimmed","adjective","刈り込まれていない","9","(植木などが)刈り込まれていない / (髪・芝生などが)手入れされていない","コテージの庭には鮮やかな花が咲き乱れ、刈り込みもされておらず、手に負えないが、生命力にあふれている。",""
