headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
strawberry,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,strawberry,"〈C〉『イチゴ』(イチゴ属の草の総称) / 〈C〉『イチゴの実』 / 〈U〉イチゴ色,深紅色",,"〈C〉『イチゴ』(イチゴ属の草の総称) / 〈C〉『イチゴの実』 / 〈U〉イチゴ色,深紅色",/ˈstɹɔˌbɛɹi/,41255,They grow strawberries in their greenhouse.,彼らは温室でいちごを栽培している。,23236
stream,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stream,〈C〉小川 / 《気体・液体の》 流れ 《of ...》,,〈C〉小川 / 《気体・液体の》 流れ 《of ...》,/stɹiːm/,41265,They swam against the stream.,彼らは流れに逆らって泳いだ。,21800
stream,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stream,〈自〉流れる,,〈自〉流れる,/stɹiːm/,9703193,The sunlight streamed through the beautiful stained glass windows.,美しいステンドグラスの窓から太陽の光が差し込んできた。,1647782
strengthen,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,strengthen,〈他〉を強くする / 〈自〉強くなる,,〈他〉を強くする / 〈自〉強くなる,/ˈstɹɛŋθən/,41277,Regular exercise can help strengthen your muscles.,定期的な運動は筋肉を強化するのに役立ちます。,3005171
stress,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,stress,"〈U〉〈C〉(精神的・感情的な) 緊張 / 強勢, アクセント / 〈U〉《...に対する》強調《on ...》 / (一般に) 圧迫",,"〈U〉〈C〉(精神的・感情的な) 緊張 / 強勢, アクセント / 〈U〉《...に対する》強調《on ...》 / (一般に) 圧迫",/stɹɛs/,41283,I need to find a way to reduce stress in my life.,私は人生でストレスを減らす方法を見つける必要があります。,3005175
stressed,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stressed,(金属などの構造体が)圧力を加えられた / (精神的または肉体的な)ストレスに苦しんでいる,,(金属などの構造体が)圧力を加えられた / (精神的または肉体的な)ストレスに苦しんでいる,/stɹɛst/,9703195,I'm feeling stressed.,ストレスがたまってきたよ。,126360
stressful,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stressful,"(仕事・環境・状況などが)緊張の多い,緊張を引き起こす,ストレスの多い,精神的に疲れる",,"(仕事・環境・状況などが)緊張の多い,緊張を引き起こす,ストレスの多い,精神的に疲れる",/ˈstrɛsfəl/,9703196,Half of the Japanese people lead stressful lives.,日本人の半数はストレスの多い生活をしている。,47439
stretch,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stretch,"〈手足・翼など〉‘を'いっぱいに伸ばす(広げる)《+out+名,+名+out》  / 〈手など〉‘を'差し出す《+out+名,+名+out》  / (一方から一方へ)〈なわなど)‘を'張る,渡す,<じゅうたんなど>‘を'敷く《+名+out, out+名》  / 〈神経など〉‘を'極度に緊張させる,ぎりぎりまで使う(働かせる)  / 〈意味・法律など〉‘を'拡大解釈する,誇張する  / (無理に)〈靴など〉‘を'広げる,長くする,引っ張る  / 〈訪問など〉‘を'引き延ばす,長びかせる  / 〈人が〉長々と横になる(寝べる)《+out》  / 〈人が〉手足をいっぱいに伸ばす《+out》  / 《副詞[句]を伴って》伸びている,広がっている",,"〈手足・翼など〉‘を'いっぱいに伸ばす(広げる)《+out+名,+名+out》  / 〈手など〉‘を'差し出す《+out+名,+名+out》  / (一方から一方へ)〈なわなど)‘を'張る,渡す,<じゅうたんなど>‘を'敷く《+名+out, out+名》  / 〈神経など〉‘を'極度に緊張させる,ぎりぎりまで使う(働かせる)  / 〈意味・法律など〉‘を'拡大解釈する,誇張する  / (無理に)〈靴など〉‘を'広げる,長くする,引っ張る  / 〈訪問など〉‘を'引き延ばす,長びかせる  / 〈人が〉長々と横になる(寝べる)《+out》  / 〈人が〉手足をいっぱいに伸ばす《+out》  / 《副詞[句]を伴って》伸びている,広がっている",/strɛtʃ/,41285,I like to stretch my arms and legs in the morning.,朝になると、私は腕や足を伸ばすのが好きです。,3005177
stricken,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stricken,"strikeの過去分詞 / (悲しみ・病気・不幸などに)襲われた,打ちひしがれた / 傷ついた,(弾に)撃たれた",,"strikeの過去分詞 / (悲しみ・病気・不幸などに)襲われた,打ちひしがれた / 傷ついた,(弾に)撃たれた",/ˈstrɪkən/,41296,The city was stricken by a devastating earthquake.,その都市は壊滅的な地震に襲われた。,3005181
strike,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,strike,"〈他〉〈人〉をなぐる / 〈物〉をたたく / 〈人が〉《...に》…をぶつける《on, against ...》 / 〈時計が〉〈時刻〉を打つ / 〈人の心〉を打つ / 〈自〉《…めがけて》打つ《at ...》 / 《…に》ぶつかる《against, upon ...》",,"〈他〉〈人〉をなぐる / 〈物〉をたたく / 〈人が〉《...に》…をぶつける《on, against ...》 / 〈時計が〉〈時刻〉を打つ / 〈人の心〉を打つ / 〈自〉《…めがけて》打つ《at ...》 / 《…に》ぶつかる《against, upon ...》",/stɹaɪk/,41307,Their ship struck a rock.,彼らの船は岩にぶつかった。,24195
strip,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,strip,〈C〉《布・板・土地などの》 細長い一片 《of ...》 / (飛行機の)滑走路,,〈C〉《布・板・土地などの》 細長い一片 《of ...》 / (飛行機の)滑走路,/strɪp/,41327,The carpenter used furring strips to reinforce the walls.,大工は壁を補強するために下地付けを使用しました。,1639191
stripe,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stripe,"筋,しま  / 《複数形で》(軍服のそでにつける)記章,そで章(階級・勤続年数などを表す)  / むち打ち",,"筋,しま  / 《複数形で》(軍服のそでにつける)記章,そで章(階級・勤続年数などを表す)  / むち打ち",/stɹaɪp/,41331,The national flag of the USA is called the Stars and Stripes.,合衆国の国旗は星条旗と呼ばれる。,87213
struggle,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,struggle,"《a~》非常な努力,奮闘  / 戦い,闘争",,"《a~》非常な努力,奮闘  / 戦い,闘争",/ˈstrʌɡəl/,9703201,"I started a new job, and it's been a struggle just to keep my head above the water.",新しい職につき、そこでの仕事をなんとかこなそうと必死で頑張っています。,59737
stubborn,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stubborn,"(人が) がん固な,強情な / (意志・行動などが) 断固とした,不屈の / (物が) 取り扱いにくい",,"(人が) がん固な,強情な / (意志・行動などが) 断固とした,不屈の / (物が) 取り扱いにくい",/ˈstʌbərn/,41378,He is stubborn and never listens to anyone.,彼はがん固で、誰の言うことも聞かない。,3005197
stuck,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stuck,"stick の過去・過去分詞 / 動かない,固定している,粘着している / 動けない,(支障があって)進行が止まっている / 「stuck on 何々」で「何々に夢中になっている・惚れ込んでいる」",,"stick の過去・過去分詞 / 動かない,固定している,粘着している / 動けない,(支障があって)進行が止まっている / 「stuck on 何々」で「何々に夢中になっている・惚れ込んでいる」",/stʌk/,41383,I was stuck in traffic for hours.,数時間も渋滞にはまっていました。,3005204
studio,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Places",,studio,"(画家・写真家などの)仕事場,アトリエ  / (音楽・ダンス・演技などの)練習場  / 《しばしば複数形で》映画撮影所,スタジオ  / (ラジオ・テレビの)放送室,放送スタジオ",,"(画家・写真家などの)仕事場,アトリエ  / (音楽・ダンス・演技などの)練習場  / 《しばしば複数形で》映画撮影所,スタジオ  / (ラジオ・テレビの)放送室,放送スタジオ",/'stjuː.di.əʊ/,41395,She works in a small studio.,彼女は小さなスタジオで働いています。,3005207
stuffed,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stuffed,"詰まった, 詰め物をした, いっぱいになった / 剥製の, ぬいぐるみの / 疲れきった",,"詰まった, 詰め物をした, いっぱいになった / 剥製の, ぬいぐるみの / 疲れきった",/stʌft/,3207541,I ate a delicious stuffed pepper for dinner.,夕食に美味しいピーマンの肉詰めを食べました。,3008533
stumble,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stumble,"(…に)『つまずく』,よろける《+over(on)+名》 / 《副詞[句]を伴って》『よろめきながら歩く』よろよろする / 『どもる』,とちる;(言葉に)つかえる《+over(at)+名》 / 《文》まちがいをする,へまをする;(道徳的な)過ちを犯す / (…を)偶然見つける《+on(upon, across)+名(doing)》",,"(…に)『つまずく』,よろける《+over(on)+名》 / 《副詞[句]を伴って》『よろめきながら歩く』よろよろする / 『どもる』,とちる;(言葉に)つかえる《+over(at)+名》 / 《文》まちがいをする,へまをする;(道徳的な)過ちを犯す / (…を)偶然見つける《+on(upon, across)+名(doing)》",/ˈstʌm.bəl/,41409,I stumbled on the uneven pavement and almost fell.,歩道のでこぼこしたところでつまずいて、ほとんど転びそうになった。,3005210
stun,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stun,"(殴打などで)…‘を'気絶させる / (驚き・時に喜びなどで)〈人〉‘の'肝をつぶさせる,‘を'ぼう然とさせる(amaze)",,"(殴打などで)…‘を'気絶させる / (驚き・時に喜びなどで)〈人〉‘の'肝をつぶさせる,‘を'ぼう然とさせる(amaze)",/stʌn/,41416,The powerful punch stunned him and he fell to the ground.,強力なパンチが彼を気絶させ、彼は地面に倒れた。,3005214
stunning,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stunning,"気絶させるような / すごく素敵な,素晴らしく美しい",,"気絶させるような / すごく素敵な,素晴らしく美しい",/ˈstʌnɪŋ/,41420,The sunset was stunning.,夕日は素晴らしかったです。,1627230
stupid,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stupid,"(人が)馬鹿な, 愚かな  / (言葉などが)馬鹿な, 非常識な / (物事が)面白くない,退屈な",,"(人が)馬鹿な, 愚かな  / (言葉などが)馬鹿な, 非常識な / (物事が)面白くない,退屈な",/'stjuːpɪd/,41427,He made a stupid mistake.,彼は愚かな間違いをした。,3005213
stylish,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,stylish,"流行の,流行に合った;粋な",,"流行の,流行に合った;粋な",/ˈstaɪlɪʃ/,41445,She always dresses in a stylish way.,彼女はいつもおしゃれに着飾っています。,3005220
subconscious,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,subconscious,"潜在意識の,意識下の / ぼんやり意識している",,"潜在意識の,意識下の / ぼんやり意識している",/sʌbˈkɒnʃəs/,41471,Our subconscious mind plays a crucial role in shaping our thoughts and behaviors.,私たちの潜在意識は、私たちの思考や行動を形作る上で重要な役割を果たしています。,3005223
submarine,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,submarine,(また《話》sub)『潜水艦』 / =hero sandwich,,(また《話》sub)『潜水艦』 / =hero sandwich,/sʌbməˈriːn/,41508,The submarine disappeared beneath the waves.,潜水艦は波の下に消えた。,3005227
substantial,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,substantial,かなりの/ 実在する / 実質上の /大きな / 重要な / 実質的な,,かなりの/ 実在する / 実質上の /大きな / 重要な / 実質的な,/səbˈstænʃəl/,41560,The company made a substantial profit this year.,会社は今年、かなりの利益を上げました。,3005244
substitute,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,substitute,"〈C〉《...の》代わりをするもの, 代用品《for ...》",,"〈C〉《...の》代わりをするもの, 代用品《for ...》",/səbˈstɪt(j)ut/,41568,I need to find a substitute for butter in this recipe.,このレシピではバターの代わりになるものを見つける必要があります。,3005245
suddenly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,suddenly,"突然に,だしぬけに",,"突然に,だしぬけに",/sʌdənli/,41633,He suddenly stood up and left the room.,彼は突然立ち上がって部屋を出た。,3005264
suffer,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,suffer,"(…に)苦しむ,悩む,心を痛める《+for+名》,(…で)苦しむ《+from+名》  / 〈物事が〉(…のために)損害を受ける,傷つく《+from+名》  / 《suffer from+名》〈人が〉(一時的な病気に)罹る,煩わされる  / 〈苦痛・悲しみなど〉‘を'受ける,〈損害など〉‘を'被る  / 《suffer+名+to do》《古》(…することを)〈人〉‘に'許す  / 《否定文で》…‘を'我慢する",,"(…に)苦しむ,悩む,心を痛める《+for+名》,(…で)苦しむ《+from+名》  / 〈物事が〉(…のために)損害を受ける,傷つく《+from+名》  / 《suffer from+名》〈人が〉(一時的な病気に)罹る,煩わされる  / 〈苦痛・悲しみなど〉‘を'受ける,〈損害など〉‘を'被る  / 《suffer+名+to do》《古》(…することを)〈人〉‘に'許す  / 《否定文で》…‘を'我慢する",/'sʌfər/,41642,Many people suffer from allergies during the spring season.,春の季節に多くの人々がアレルギーに苦しんでいます。,3005272
sufficient,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,sufficient,十分な,,十分な,/səˈfɪʃənt/,41649,I have sufficient funds to cover the expenses.,私は十分な資金を持っていて、経費をカバーすることができます。,3005271
suffix,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,suffix,"接尾辞(kindness の ‐ness, interpreter の ‐er など)",,"接尾辞(kindness の ‐ness, interpreter の ‐er など)",/sʌfɪks/,41651,Kindness is a suffix that can be added to words to indicate a quality or state.,親切さは、品質や状態を示すために単語に追加できる接尾辞です。,1658743
suicide,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,suicide,"〈U〉自殺  / 〈C〉自殺的行為,自滅  / 〈C〉自殺者;自殺行為",,"〈U〉自殺  / 〈C〉自殺的行為,自滅  / 〈C〉自殺者;自殺行為",/suːɪˈsaɪd/,41678,She struggled with thoughts of suicide for years.,彼女は何年も自殺の考えに苦しんでいました。,3005277
summarize/summarise,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,summarize,"…‘を'要約する,手短に述べる",,"…‘を'要約する,手短に述べる",/ˈsʌməˌraɪz/,41726,Can you summarize the main points of the presentation?,プレゼンテーションの要点を要約していただけますか？,3005290
summit,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,summit,"〈C〉《山などの》頂上 《of ...》 / 〈U〉《the》《…の》絶頂,最高潮《of ...》 / 《the》(政府などの)首脳 / 〈C〉首脳会談, 頂上会談",,"〈C〉《山などの》頂上 《of ...》 / 〈U〉《the》《…の》絶頂,最高潮《of ...》 / 《the》(政府などの)首脳 / 〈C〉首脳会談, 頂上会談",/ˈsʌmɪt/,41740,They reached the summit of the mountain.,彼らは山の頂上に到達した。,3005296
sunbathe,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,sunbathe,日光浴をする,,日光浴をする,/sʌnbeɪð/,41757,I love to sunbathe on the beach during the summer.,夏になるとビーチで日光浴をするのが大好きです。,1648136
sundial,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,sundial,日時計,,日時計,/'sʌndaɪəl/,41772,I saw a beautiful sundial in the garden.,庭に美しい日時計を見ました。,1660247
sunrise,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Weather",,sunrise,『日の出』 / 日の出の時刻,,『日の出』 / 日の出の時刻,/sʌn.raɪz/,41793,I woke up early to watch the sunrise.,私は日の出を見るために早起きしました。,3005318
sunset,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Weather",,sunset,"『日没』,日の入り / 日没の時刻 / 末期, 晩年 / 斜陽, 衰退",,"『日没』,日の入り / 日没の時刻 / 末期, 晩年 / 斜陽, 衰退",/ˈsʌnˌsɛt/,41795,The sunset was breathtaking.,日没は息をのむほど美しかった。,3005319
superior,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,superior,"(程度・質が) 《...より》優れた, 優秀な《to ...》 / (地位・階級などが) 上位の",,"(程度・質が) 《...より》優れた, 優秀な《to ...》 / (地位・階級などが) 上位の",/suːˈpɪəriər/,41843,She is a superior athlete.,彼女は優れたアスリートです。,3005308
superstition,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,superstition,『迷信』;〈C〉迷信的習慣(行為),,『迷信』;〈C〉迷信的習慣(行為),/suː.pərˈstɪʃ.ən/,41867,Many people believe in superstition.,多くの人々が迷信を信じています。,3005313
supply,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: ",,supply,"〈U〉《...の》供給 《of ...》 / 〈C〉《単数形で》《...の》供給量, 在庫量《of ...》",,"〈U〉《...の》供給 《of ...》 / 〈C〉《単数形で》《...の》供給量, 在庫量《of ...》",/səˈplaɪ/,9703210,The truck was loaded with supplies.,トラックには補給品が積まれていた。,1623899
support,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,support,"…‘を'支える  / 〈家族など〉‘を'養う,扶養する  / 〈人・主義など〉‘を'支持する,擁護する  / (精神的に)〈人〉‘を'力づける;(金銭的に)〈人〉‘を'援助する  / 〈見解など〉‘を'立証する,裏書きする  / …‘に'耐える,がまんする  /",,"…‘を'支える  / 〈家族など〉‘を'養う,扶養する  / 〈人・主義など〉‘を'支持する,擁護する  / (精神的に)〈人〉‘を'力づける;(金銭的に)〈人〉‘を'援助する  / 〈見解など〉‘を'立証する,裏書きする  / …‘に'耐える,がまんする  /",/səˈpɔːrt/,41895,I will always support you.,私はいつもあなたを支えます。,3005331
supporter,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,supporter,"支持者,後援者;支え,支える物  / 扶養する人  / (運動選手が使う)サポーター",,"支持者,後援者;支え,支える物  / 扶養する人  / (運動選手が使う)サポーター",/səˈpɔːrtər/,41897,She has a strong group of supporters who always stand by her.,彼女にはいつも彼女を支えてくれる強力な支持者のグループがいます。,3005334
supportive,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,supportive,"支える,維持する / 扶養する",,"支える,維持する / 扶養する",/səˈpɔrtɪv/,41900,I am always supportive of my friends' dreams and goals.,私はいつも友達の夢や目標を支えています。,3005335
suppose,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,suppose,"(議論のために)…と仮定する / …と思う,と信じる,と想像する / (物事が)…を前提にする / 思う, 考える",,"(議論のために)…と仮定する / …と思う,と信じる,と想像する / (物事が)…を前提にする / 思う, 考える",/səˈpoʊz/,41901,Let's suppose that we have unlimited resources.,無限の資源を持っていると仮定しましょう。,3005329
supposedly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,supposedly,"たぶん,おそらく /  《文修飾》想定するところでは",,"たぶん,おそらく /  《文修飾》想定するところでは",/səˈpoʊzɪdli/,41903,"Supposedly, the old mansion is haunted by ghosts of the previous owners.",おそらく、古い邸宅には前の所有者の幽霊が取り憑いていると思われます。,1627750
surely,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,surely,"確かに, 疑いもなく / 《否定文で用いて》まさか, よもや / 《強意に用いて》きっと / 《おもに米》(返答で)いいとも,もちろん",,"確かに, 疑いもなく / 《否定文で用いて》まさか, よもや / 《強意に用いて》きっと / 《おもに米》(返答で)いいとも,もちろん",/ˈʃʊrli/,41932,"Surely, you can't be serious.",確かに、君は真剣ではないはずだ。,3005337
surface,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,surface,"(物の)表面,外面;水面  / 《比喩的に》うわべ,見かけ",,"(物の)表面,外面;水面  / 《比喩的に》うわべ,見かけ",/sɜːrfɪs/,41936,The surface of the table is smooth.,テーブルの表面は滑らかです。,3005343
surgeon,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: Work and jobs

Threshold: ",,surgeon,外科医  / 軍医,,外科医  / 軍医,/sɜːrˈdʒən/,41946,The surgeon performed a successful operation.,外科医は手術を成功させた。,3005347
surgery,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: ",,surgery,"〈U〉外科,外科医術  / 〈U〉手術  / 〈C〉《英》診察室;〈C〉〈U〉診察時間",,"〈U〉外科,外科医術  / 〈U〉手術  / 〈C〉《英》診察室;〈C〉〈U〉診察時間",/ˈsɜːr.dʒər.i/,41948,He underwent surgery to remove the tumor.,彼は腫瘍を取り除くために手術を受けました。,3005346
surprise,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,surprise,"《しばしば受動態で》…‘を'驚かす,びっくりさせる  / …‘を'不意をつく,虚をつく  / …‘を'急襲する,寄襲する",,"《しばしば受動態で》…‘を'驚かす,びっくりさせる  / …‘を'不意をつく,虚をつく  / …‘を'急襲する,寄襲する",/sərˈpraɪz/,41962,They surprised the enemy at dawn.,彼らは夜明けに敵を急襲した。,21841
surprisingly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,surprisingly,驚くほどに,,驚くほどに,/səˈpraɪzɪŋli/,41965,"Surprisingly, she won the race.",驚いたことに、彼女はレースに勝った。,3005353
surround,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,surround,"〈他〉を囲む,を取り巻く / 《...で》に囲いをする《with ...》",,"〈他〉を囲む,を取り巻く / 《...で》に囲いをする《with ...》",/səˈraʊnd/,41975,I like to surround myself with positive people.,私はポジティブな人々に囲まれるのが好きです。,3005356
surrounding,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,surrounding,"『囲む』,周囲の,付近の",,"『囲む』,周囲の,付近の",/səˈraʊndɪŋ/,41976,The tall buildings surrounding the park create a beautiful skyline.,公園を囲む高い建物は美しいスカイラインを作り出しています。,3005358
survival,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,survival,"〈U〉(…が)生き残ること,(…の)生存,残存《+of+名》  / 〈C〉生存者,残存者;残存物,遺物",,"〈U〉(…が)生き残ること,(…の)生存,残存《+of+名》  / 〈C〉生存者,残存者;残存物,遺物",/sərˈvaɪvəl/,41985,Survival is the key to success.,成功の鍵は生き残ることです。,3005361
survivor,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: Personal identification",,survivor,生存者 / 遺族,,生存者 / 遺族,/sərˈvaɪvər/,41988,The survivor of the plane crash was found alive after three days.,飛行機事故の生存者は、3日後に無事発見されました。,3005364
suspect,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,suspect,〈C〉容疑者,,〈C〉容疑者,/ˈsʌs.pɛkt/,9703214,The police arrested a suspect for incendiarism.,警察は放火の容疑者を逮捕しました。,1639376
suspicion,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,suspicion,"〈U〉〈C〉(…の)疑い,疑惑,嫌疑《+of+名》  / 〈C〉(…という)漠然とした感じ《that節》  / 〈U〉《しばしば a~》(…の)ほんの少し,気味《+of+名》",,"〈U〉〈C〉(…の)疑い,疑惑,嫌疑《+of+名》  / 〈C〉(…という)漠然とした感じ《that節》  / 〈U〉《しばしば a~》(…の)ほんの少し,気味《+of+名》",/səˈspɪʃən/,42002,He was arrested on suspicion of theft.,彼は窃盗の疑いで逮捕された。,3005371
swarm,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,swarm,"(大きな一団となって飛んで(動いて)いる昆虫などの)『群れ』《+of+名》 / (人・動物・物の)『群れ』,多数《+of+名》",,"(大きな一団となって飛んで(動いて)いる昆虫などの)『群れ』《+of+名》 / (人・動物・物の)『群れ』,多数《+of+名》",/s w ɔːr m/,42053,A swarm of bees flew past us.,ミツバチの大群が私たちの横を通り過ぎた。,3005385
swear,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,swear,"(神などにかけて)誓う《to,by,on》 / 《...を》証言する《to》 / 罰当たりな言葉を使う,《...を》ののしる《at ...》 / ...を誓う / ...だと断言する《that》 / 《...を》...に誓わせる《to ...》",,"(神などにかけて)誓う《to,by,on》 / 《...を》証言する《to》 / 罰当たりな言葉を使う,《...を》ののしる《at ...》 / ...を誓う / ...だと断言する《that》 / 《...を》...に誓わせる《to ...》",/sweər/,42070,I swear I will never do that again.,もう二度とそれをしないと誓います。,3005388
sweat,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,sweat,"〈U〉『汗』 / 〈U〉(一般に,物の表面にできる)湿気,露,水滴 / 〈U〉《しばしばa ~》発汗[状態];〈C〉発汗作用 / 〈U〉《しばしばa ~》《話》心配(いらだち,怒り)の状態 / 〈U〉《しばしばa ~》骨折り,つらい労働",,"〈U〉『汗』 / 〈U〉(一般に,物の表面にできる)湿気,露,水滴 / 〈U〉《しばしばa ~》発汗[状態];〈C〉発汗作用 / 〈U〉《しばしばa ~》《話》心配(いらだち,怒り)の状態 / 〈U〉《しばしばa ~》骨折り,つらい労働",/swɛt/,42073,He was covered with sweat.,彼は汗びっしょりだった。,34420
sweatshirt,noun,"CoreInventory_1: Clothes

CoreInventory 2: 

Threshold: Shopping",,sweatshirt,(特に運動選手が着る)綿ジャージーの長袖のTシャツ,,(特に運動選手が着る)綿ジャージーの長袖のTシャツ,/ˈswɛtʃɜrt/,42078,I bought a new sweatshirt for my morning runs.,朝のランニング用に新しい綿ジャージーの長袖Tシャツを買いました。,3005393
swell,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,swell,"〈物が〉大きくなる, ふくれる, はれる《up》 / 〈帆などが〉張り出る《out》 / 〈程度・力などが〉増大する / をふくらませる / 〈帆など〉を張り出させる《out ...》 / を増大させる",,"〈物が〉大きくなる, ふくれる, はれる《up》 / 〈帆などが〉張り出る《out》 / 〈程度・力などが〉増大する / をふくらませる / 〈帆など〉を張り出させる《out ...》 / を増大させる",/swɛl/,42113,The waves swell as the storm approaches.,嵐が近づくにつれて波が大きくなる。,3005402
swimmer,noun,"CoreInventory_1: Leisure activities

CoreInventory 2: Work and jobs

Threshold: Personal identification",,swimmer,"『泳ぐ人』,水泳者",,"『泳ぐ人』,水泳者",/ˈswɪmər/,42130,She is a talented swimmer.,彼女は才能ある泳ぎ手です。,3005413
switch,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,switch,"(特にむち打ち用の)しなやかな小枝(棒)  / 
(しなやかな小枝・棒などで)むち打つこと  / 
(…における)変更
《+in+名》;(…から…への)転換
《+from+名+to+名》  /
 (電気の)スイッチ,開閉器  /
 (電話の)交換台  / 
(鉄道の)転てつ器,ポイント  /
 (女性の髪用の)入れ毛,かもじ",,"(特にむち打ち用の)しなやかな小枝(棒)  / 
(しなやかな小枝・棒などで)むち打つこと  / 
(…における)変更
《+in+名》;(…から…への)転換
《+from+名+to+名》  /
 (電気の)スイッチ,開閉器  /
 (電話の)交換台  / 
(鉄道の)転てつ器,ポイント  /
 (女性の髪用の)入れ毛,かもじ",/swɪtʃ/,42157,He used a switch to discipline his children.,彼は子供たちをしつけるためにしなやかな小枝を使った。,3005421
switch,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,switch,"〈人・動物〉‘を'むちで打つ,むち打つ(whip)  / 〈むちなど〉‘を'振る,(むちを打つように)…‘を'さっと振る  / (…に)…‘を'転換する,変更する《+名+to+名(doing)》  / …‘を'交換する(exchange)  / 〈線路のポイント〉‘を'転換する,転てつする",,"〈人・動物〉‘を'むちで打つ,むち打つ(whip)  / 〈むちなど〉‘を'振る,(むちを打つように)…‘を'さっと振る  / (…に)…‘を'転換する,変更する《+名+to+名(doing)》  / …‘を'交換する(exchange)  / 〈線路のポイント〉‘を'転換する,転てつする",/swɪtʃ/,9703220,I switched to using a safety razor and it has made shaving much easier.,安全かみそりに切り替えてから、剃ることがずっと簡単になりました。,1641198
